Timestamp,CPU_User,CPU_System,CPU_Idle,Memory_Usage,Disk_Usage,Network_In,Network_Out,InstanceId,GroupDesiredCapacity,GroupInServiceInstances,GroupPendingInstances,GroupTerminatingInstances,GroupTotalInstances
2025-12-11 01:12:00+00:00,0.16686133822633423,0.20857667278595296,99.09060570677757,25.320433951104953,39.17286064193376,13737.0,26667.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:13:00+00:00,0.20045101478688934,0.15033826108712853,99.41535120672876,25.34676803129007,39.172908772286156,13230.0,24551.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:14:00+00:00,0.2751605102916098,0.2668223130142743,98.54915367279719,25.34590461882498,39.172908772286156,13358.0,25009.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:15:00+00:00,0.27545909850152317,0.15025041736391503,99.24874791364807,25.338565612871754,39.27147973399317,5824.0,21521.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:16:00+00:00,0.20030045067381555,0.15022533800687976,99.31564012660994,25.323887600965296,39.271527864345565,10058.0,21652.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:17:00+00:00,0.20030045067988794,0.20864630278699564,99.34902353508694,25.394255716869786,39.27157599469796,14054.0,26056.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:18:00+00:00,0.3252168112071883,0.2168112074719645,98.34889926658026,25.487072556866504,39.27157599469796,13466.0,25076.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:19:00+00:00,0.23366435784097297,0.16690311274333527,99.33238754917846,23.33458528140771,39.27157599469796,13310.0,25150.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:20:00+00:00,0.16686133822374116,0.20857667278271164,99.22409477671995,23.742115964928185,39.27157599469796,10714.0,20915.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:21:00+00:00,0.22541325764366843,0.20036734012449933,99.40724661882892,24.009342122872226,39.26960265024972,14062.0,29173.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:22:00+00:00,0.2503128911090828,0.22528160200181702,99.37421777221819,24.388811901277418,39.277784810157044,14451.0,19994.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:23:00+00:00,0.1670285618887154,0.2087857023563369,99.52396859915645,24.427233755973734,39.27783294050944,11282.0,9873.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:24:00+00:00,0.19185852518714802,0.1918585251901827,99.25759092376546,24.807998653076556,39.27783294050944,8210.0,6894.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:25:00+00:00,0.25857035616466306,0.21686546000579313,99.1492201188124,24.8598034009817,39.27788107086184,11482.0,10139.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:26:00+00:00,0.25037556334075134,0.21699215489865764,99.11533967574786,24.94096417269976,39.27788107086184,11912.0,10677.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:27:00+00:00,0.21704649804155424,0.16695884464664856,99.42399198640653,24.940532466467218,39.27788107086184,11282.0,9877.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:28:00+00:00,0.1585050471349587,0.17518978893576334,99.18244765125677,25.04716390590531,39.27788107086184,8210.0,6888.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:29:00+00:00,0.27543610716601197,0.13354477923412214,99.47416743185845,25.725374397230173,39.27816985297621,11174.0,9992.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:30:00+00:00,0.9586528842962757,0.31677225742008724,98.01600533520426,23.758520801764814,39.2783142440334,1194834.0,16190.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:31:00+00:00,0.2337033636589546,0.24204991236127701,99.27385026282052,23.89407655878328,39.27836237438579,11324.0,10440.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:32:00+00:00,0.1836547291101893,0.2170464980383483,99.49912346637676,24.49112627839008,39.27836237438579,32512.0,22808.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:33:00+00:00,0.19192256342080058,0.15020026702312655,99.4826435246057,24.81620107149487,39.278651156500175,8570.0,7199.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:34:00+00:00,0.2834514380936555,0.21675698207402738,99.32471863233515,24.80886206554164,39.27841050473819,11254.0,9831.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:35:00+00:00,0.2918369048629471,0.2584841157364032,99.24956224510095,24.821381546285384,39.278121722623816,11808.0,10645.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:36:00+00:00,0.2751146310973187,0.2167569820757103,98.86619424732541,24.806703534378926,39.278121722623816,11330.0,9985.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:37:00+00:00,0.20035061357199108,0.11687119125083428,99.482427581508,24.80584012191384,39.27816985297621,8166.0,6907.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:38:00+00:00,0.17530678688232534,0.20035061357502804,99.28207696852517,24.8416717392149,39.27816985297621,11278.0,10288.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:39:00+00:00,0.3416951412579821,0.24168680723269764,99.19159929938432,24.841240032982356,39.27816985297621,11354.0,10112.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:40:00+00:00,0.20031716884810782,0.19197062014736854,99.05683999675877,24.891749662189874,39.278266113681006,11330.0,9989.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:41:00+00:00,0.22509378908357783,0.15839933305684825,99.21634014215564,25.07867846088094,39.278266113681006,8082.0,6831.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:42:00+00:00,0.23352793995007573,0.21684737281186822,98.95746455378998,25.269060909432348,39.278266113681006,13837.0,11996.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:43:00+00:00,0.33333333333195897,0.22499999999861756,99.1166666662389,25.36533139928941,39.27836237438579,11378.0,10252.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:44:00+00:00,0.20033388981497152,0.20033388981648986,99.41569282121256,25.364036280591783,39.27841050473819,11784.0,10414.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:45:00+00:00,0.20855927254506293,0.14182030533070347,99.3492950702188,25.36360457435924,39.27841050473819,8082.0,6922.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:46:00+00:00,0.21706461847010586,0.1586241442642795,99.26531975296948,25.370080167847384,39.3769814664452,11386.0,10000.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:47:00+00:00,0.2336058735174809,0.2169197396958877,99.2574670443905,25.38173623612604,39.37043573851935,11358.0,10067.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:48:00+00:00,0.22509378907576433,0.22509378907879724,98.99124635267955,25.455558001890875,39.3769814664452,11282.0,10108.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:49:00+00:00,0.23348899266701614,0.1584389593067273,99.25783855931849,25.454694589425788,39.3769814664452,8286.0,6844.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:50:00+00:00,0.25025025024684194,0.2085418752087363,98.96563229877822,25.452967764495614,39.3770295967976,11934.0,10379.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:51:00+00:00,0.22533800701335585,0.2503755633437875,99.40744450011603,25.464192126541732,39.377799682435935,11282.0,9942.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
2025-12-11 01:52:00+00:00,0.20026702269547828,0.22530040053468983,99.34078771692404,25.462897007844102,39.37784781278833,13743.0,11818.0,i-0dc7dc255dc8f5953,1.0,1.0,0.0,0.0,1.0
