Timestamp,CPU_User,CPU_System,CPU_Idle,Memory_Usage,Disk_Usage,Network_In,Network_Out,InstanceId,InstanceType,Source,GroupDesiredCapacity,GroupInServiceInstances,GroupPendingInstances,GroupTerminatingInstances,GroupTotalInstances,Predicted_CPU,Action,Model
2025-12-11 01:12:00,0.10010010010000517,0.13346680013334022,99.67467467466304,26.090710505184813,56.43389705206404,11282.0,10005.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:13:00,0.08340283569602333,0.07506255212695198,99.76647206012365,26.090710505184813,56.43389705206404,8256.0,6882.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:14:00,0.12512512512557547,0.1251251251248168,99.66633299964693,26.090710505184813,56.43389705206404,11358.0,10265.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:15:00,0.07508760220269982,0.07508760220269982,99.79142332721506,26.090710505184813,56.43389705206404,8286.0,6792.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:16:00,0.14182030533008247,0.08342370901840968,99.68298990572731,26.089847088992308,56.44102034421865,11386.0,10226.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:17:00,0.1334334083902264,0.03335835209736698,99.76649153529492,26.089415380896053,56.441068474571054,8210.0,6692.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:18:00,0.05844047420244835,0.10018367006166544,99.7662381031659,26.14381060102401,56.441068474571054,11406.0,10145.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:19:00,0.050066755674579855,0.050066755674579855,99.82476635517122,26.143378892927757,56.441116604923444,8238.0,6784.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:20:00,0.07513775254575263,0.10018367006176282,99.75788946408328,26.197774113055715,56.441116604923444,14293.0,12447.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:21:00,0.05004587538609825,0.09175077154029507,99.7664525815098,26.197774113055715,56.434089573473635,8200.0,6994.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:22:00,0.15016267623283394,0.058396596312431534,99.69133227663689,23.81474542173564,56.434137703826025,11276.0,10521.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:23:00,0.10015022533776413,0.02503755633501032,99.83308295771195,23.81474542173564,56.434137703826025,8210.0,6703.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:24:00,0.09177373602510046,0.13348907058224022,99.682963457363,23.923535861991557,56.434137703826025,27089.0,19629.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:25:00,0.05839172505814668,0.07507507507519355,99.78311644977535,23.923535861991557,56.434137703826025,8674.0,7187.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:26:00,0.06676124509718369,0.12517733455702967,99.72460986400884,23.977931082119515,56.434137703826025,11202.0,9995.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:27:00,0.05840146838029919,0.06674453529112011,99.80810946105339,23.97749937402326,56.43418583417842,8570.0,7824.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:28:00,0.08347942232191602,0.07513148009025589,99.75790967523402,23.96325300684689,56.434474616292796,11698.0,10298.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:29:00,0.11675423234116368,0.04169794012189835,99.7581519472628,23.962821298750637,56.434282094883216,8663.0,7380.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:30:00,0.07510640073459436,0.11683217891980548,99.68288408588104,24.179970471166218,56.441309126333024,13660.0,11661.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:31:00,0.09172781854539204,0.108405603735877,99.74983322210936,24.179970471166218,56.441309126333024,8210.0,6881.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:32:00,0.09175842509224041,0.13346680013334022,99.68301634967915,24.343156131550092,56.441309126333024,11386.0,9965.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:33:00,0.12503125781417948,0.11669584062712346,99.71659581564768,24.343156131550092,56.441309126333024,8314.0,7042.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:34:00,0.07510640073444844,0.10014186764567826,99.73295501955688,24.53181256961293,56.441309126333024,11306.0,10051.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:35:00,0.03339176892895071,0.07513148009032891,99.84138909763399,24.531380861516677,56.43437835558801,8362.0,7063.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:36:00,0.10855043420181949,0.033400133600501425,99.78289913158876,24.667368911836572,56.43437835558801,11282.0,9896.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:37:00,0.06677796327203352,0.03338898163601676,99.84140233717825,24.666505495644067,56.434474616292796,8262.0,6949.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:38:00,0.07513148009032891,0.08347942232275639,99.76625761757099,24.99244510831556,56.434474616292796,11278.0,9882.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:39:00,0.09175842509148174,0.05005005004962325,99.78311644977535,24.99244510831556,56.434474616292796,8791.0,7578.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:40:00,0.1334668001332106,0.10010010009990797,99.64964964961504,25.018779302187035,56.44150164774261,13792.0,11706.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:41:00,0.08340979230991087,0.07506881307876806,99.79147551922598,25.018779302187035,56.44150164774261,8838.0,7402.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:42:00,0.10008340283558595,0.1334445371141146,99.66638865719499,25.208730864538634,56.442271733380956,11538.0,10388.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:43:00,0.05006257822241186,0.05840634126049232,99.81643721320624,25.208730864538634,56.442271733380956,8266.0,7189.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:44:00,0.09178905206984742,0.10847797062751853,99.69959946596647,25.26312608466659,56.442271733380956,11386.0,10003.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:45:00,0.10012515644548534,0.033375052148495114,99.80809345016152,25.262694376570337,56.435389092988316,8358.0,7102.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:46:00,0.11683217892033745,0.05841608945978923,99.73295501955688,25.45264593892194,56.43543722334072,11230.0,9943.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:47:00,0.033383408445986244,0.06676681689197249,99.83308295780878,25.452214230825685,56.43543722334072,8839.0,7478.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:48:00,0.12509382036493655,0.0833958802437967,99.66641647900661,25.452214230825685,56.43543722334072,11434.0,10185.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:49:00,0.08343763037161721,0.050062578222363235,99.80809345016152,25.452214230825685,56.43543722334072,8286.0,6834.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:50:00,0.09178905206917766,0.11682242990684705,99.68291054739255,25.5610046710816,56.43476339840717,31510.0,22466.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:51:00,0.08342370901840968,0.033369483607212126,99.79978309836432,25.5610046710816,56.43476339840717,8622.0,7055.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:52:00,0.09176607991964365,0.1334779344288485,99.69133227663689,25.696561013305242,56.43476339840717,11458.0,10275.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:53:00,0.08343763037161721,0.05840634125967673,99.82478097625132,25.69612930520899,56.43543722334072,8134.0,6923.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:54:00,0.14178482068317785,0.11676396997522955,99.65804837361759,25.74966110914444,56.44241612443813,11510.0,10413.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:55:00,0.008349336227950843,0.05844535359413716,99.87475995656403,25.749229401048186,56.442464254790536,8186.0,6812.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:56:00,0.10010845082163637,0.1251355635276145,99.69133227663689,23.174522314991496,56.442464254790536,11406.0,10111.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:57:00,0.10843273000258069,0.05838685461648244,99.78313453998726,23.174522314991496,56.442464254790536,8663.0,7240.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:58:00,0.08345155637185911,0.10848702328311324,99.73295501965377,23.496576554796707,56.43495591981675,11538.0,10288.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 01:59:00,0.09177373602510046,0.0584014683795404,99.79976639413422,23.496144846700457,56.43558161439791,8210.0,6751.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 02:00:00,0.058445353594896526,0.09184269850594053,99.74951991312807,23.631701188924097,56.43558161439791,13664.0,11681.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 02:01:00,0.11682242990597463,0.1502002670220758,99.2239652870072,23.740491629180013,56.43558161439791,11358.0,9991.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 02:02:00,0.058425840914568344,0.03338619480843321,99.85810867212622,23.74005992108376,56.4356297447503,8750.0,7346.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 02:03:00,0.10005836738159685,0.15008755107163693,99.6414575168423,23.874752847114895,56.4356778751027,11378.0,9922.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 02:04:00,0.03338898163601676,0.05843071786283953,99.8664440734286,23.874752847114895,56.43510031087394,8162.0,6967.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
2025-12-11 02:05:00,0.10846891948279883,0.10012515644548534,99.69128076763002,23.928284651050348,56.44256051549532,11434.0,10049.0,i-047ec14915c9a2b37,t3.micro,ML-Predictive,1.0,1.0,0.0,0.0,1.0,,,
